Journal,ISSN,CN,Publisher,Frequency,Language,Founded,Discipline,SubDiscipline,IF_Composite,IF_Comprehensive,CSCD_Core,CSCD_Extended,PKU_Core,CSSCI,CSSCI_Extended,AMI_Authority,AMI_Core,AMI_Extended,AMI_Archive,SCI_Indexed,EI_Indexed,CSTPCD,Index_Labels
中国经济和信息化,1674-9138,11-5923/N,中国电子信息产业发展研究院;北京中电报科技发展有限公司,半月,中文,1985.0,经济与管理科学;信息科技,电子信息科学综合;经济与管理综合,,,,,,,,,,,,,,,
中国机电工业,1002-977X,11-2582/TH,中国机械工业联合会,月刊,中文,1988.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
中国建材,1000-0836,11-1353/TU,中国建筑材料联合会,月刊,中文,1958.0,经济与管理科学;工程科技I,无机化工;工业经济,,,,,,,,,,,,,,,
中国价格监管与反垄断,2096-9112,10-1219/F,中国价格协会,月刊,中文,1991.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
中国会展(中国会议),1674-3598,11-4807/F,中国信息协会,半月,中文,2000.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
中国会展,1674-3598,11-4807/F,中国信息协会,半月,中文,2000.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
中国汽车界,1672-8300,11-5240/F,机械工业经济管理研究院,月刊,中文,2004.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
中国汽车,1002-0918,12-1184/U,中国汽车技术研究中心有限公司,月刊,中文,1988.0,经济与管理科学;工程科技II,汽车工业;工业经济,,,,,,,,,,,,,,,
中国品牌与防伪,1673-3398,11-5380/TB,中国防伪行业协会,月刊,中文,1999.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
中国品牌,1673-7741,11-5562/T,中国品牌建设促进会,月刊,中文,2006.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
中国贫困地区,1006-4001,11-3602/D,国务院扶贫办,月刊,中文,1995.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
中国拍卖,1673-6621,11-5487/F,中国拍卖行业协会,月刊,中文,2006.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
中国农民合作社,1674-5914,11-5810/S,农业农村部管理干部学院,月刊,中文,2009.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
中国农垦经济,1007-8401,11-3460/F,中国农垦经济研究与技术开发中心;中国农垦经济研究会;中国农业会计学会农垦分会,月刊,中文,1957.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
中国农垦,0529-6382,11-1157/S,中国农垦经济发展中心;中国农垦经济研究会,月刊,中文,1956.0,经济与管理科学;农业科技,农业经济;农业综合,,,,,,,,,,,,,,,
中国乡村发现,,,湖南师范大学中国乡村振兴研究院;湖南省中国乡村振兴研究基地,季刊,中文,2006.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
中国民用航空,1009-8739,11-4604/D,《中国民用航空》杂志社,月刊,中文,2000.0,经济与管理科学;工程科技II,航空航天科学与工程;交通运输经济,,,,,,,,,,,,,,,
中国民营科技与经济,1007-3280,11-3821/N,中国民营科技实业家协会,月刊,中文,1988.0,经济与管理科学;工程科技II,综合科技B类综合;经济与管理综合,,,,,,,,,,,,,,,
中国旅游评论,,,中国旅游研究院,季刊,中文,2011.0,,,,,,,,,,,,,,,,,
中国林业,1000-0623,11-1228/S,中国绿色时报社,月刊,中文,1950.0,经济与管理科学;农业科技,林业;农业经济,,,,,,,,,,,,,,,
中国零售研究,,,清华大学经济管理学院中国零售研究中心,半年,中文,2009.0,,,,,,,,,,,,,,,,,
中国连锁,,11-5934/F,中华全国供销合作总社信息中心,月刊,中文,2010.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
中国粮食经济,1007-4821,11-3102/F,中国粮食经济杂志社,月刊,中文,1988.0,经济与管理科学,农业经济,,,False,False,False,False,False,False,False,True,False,False,False,False,
中国劳动研究,,,中国工人出版社,半年,中文,2021.0,,,,,,,,,,,,,,,,,
中国劳动经济学,,,中国社会科学院人口与劳动经济所;华南师范大学劳动经济研究所,半年,中文,2004.0,,,,,,,,,,,,,,,,,
中国会计评论,,,《中国会计评论》理事会,季刊,中文,2003.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
中国酒,1006-2289,11-3121/F,消费日报,月刊,中文,1993.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
政策,1005-7455,42-1350/D,中国共产党湖北省委员会,月刊,中文,1992.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
应用经济学评论,,,北京工商大学经济学院,年刊,中文,2010.0,,,,,,,,,,,,,,,,,
新理财(政府理财),1672-0377,11-4862/F,中国财政经济出版社,月刊,中文,2008.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
新理财,1672-0377,11-4862/F,中国财政经济出版社,月刊,中文,2003.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
新金融评论,,,上海新金融研究院,年刊,中文,2012.0,,,,,,,,,,,,,,,,,
新经济,1009-8461,44-1474/F,广东省社会科学院港澳研究中心,月刊,中文,1982.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
新疆金融,1007-5577,65-1153/F,新疆金融学会,月刊,中文,1979.0,经济与管理科学,金融,,,,,,,,,,,,,,,
新产经,2095-1078,11-6004/F,中国产经新闻报社,月刊,中文,2009.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
新财经,1009-4202,11-4459/F,《中国证券期货》杂志社;北京今日新财经投资有限公司;上海共同创业投资有限公司,月刊,中文,2000.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
新农村,1008-2182,33-1064/S,浙江大学,月刊,中文,1983.0,经济与管理科学;农业科技,农业综合;经济与管理综合,,,,,,,,,,,,,,,
西部发展评论,,,四川大学社会发展与西部开发研究院,年刊,中文,2007.0,,,,,,,,,,,,,,,,,
西部商学评论,,,陕西师范大学国际商学院,半年,中文,2008.0,,,,,,,,,,,,,,,,,
西部旅游,1006-2629,51-1578/K,四川期刊传媒(集团)股份有限公司,半月,中文,1980.0,经济与管理科学,旅游,,,,,,,,,,,,,,,
西部论丛,1671-6698,62-1166/F,甘肃省投资学会,月刊,中文,2001.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
西部发展研究,,,四川大学中国西部边疆安全与发展协同创新中心,半年,中文,2012.0,,,,,,,,,,,,,,,,,
西部大开发,1009-8631,61-1373/F,陕西省决策咨询委员会,月刊,中文,2001.0,经济与管理科学,经济体制改革,,,False,False,False,False,False,False,False,False,True,False,False,False,
销售与市场(营销版),1005-3530,41-1210/F,河南销售与市场杂志社有限公司,月刊,中文,2005.0,,,,,,,,,,,,,,,,,
销售与市场(评论版),1005-3530,41-1210/F,中原出版传媒集团,月刊,中文,2002.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
销售与市场(管理版),1005-3530,41-1210/F,河南销售与市场杂志社有限公司,月刊,中文,1994.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
销售与管理,2096-5370,14-1396/F,山西三晋报刊传媒集团有限责任公司,半月,中文,2017.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
小康生活,1671-5373,34-1286/C,安徽省社会科学院,月刊,中文,1984.0,经济与管理科学;农业科技,农业综合;经济与管理综合,,,,,,,,,,,,,,,
小康,1672-4879,11-5053/Z,中国生物多样性保护与绿色发展基金会,旬刊,中文,2004.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
消费电子,1674-7712,11-5879/TM,中国电子商会,月刊,中文,2003.0,经济与管理科学;信息科技,无线电电子学;工业经济,,,,,,,,,,,,,,,
营销界,2097-3020,41-1405/F,河南销售与市场杂志社有限公司,半月,中文,1998.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
营销科学学报,,,清华大学经济管理学院;北京大学光华管理学院,季刊,中文,2005.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
营销科学学报,2097-0099,10-1747/F,人民邮电出版社有限公司,季刊,中文,2021.0,经济与管理科学,贸易经济,,,False,False,False,False,False,False,False,False,False,False,False,False,
“一带一路”与中国-东盟合作发展研究,,,广西财经学院;广西财政学会,年刊,中文,2019.0,,,,,,,,,,,,,,,,,
冶金信息导刊,1008-3618,11-3937/TF,冶金工业信息标准研究院,双月,中文,1956.0,经济与管理科学;工程科技I,冶金工业;企业经济,,,,,,,,,,,,,,,
冶金企业文化,1673-2820,11-5332/G0,中国冶金职工思想政治工作研究会,双月,中文,1986.0,经济与管理科学,企业经济,,,,,,,,,,,,,,,
冶金财会,1004-7336,11-3119/F,冶金工业经济发展研究中心,月刊,中文,1982.0,经济与管理科学,会计,,,,,,,,,,,,,,,
演化与创新经济学评论,,,教育部人文社会科学重点研究基地清华大学技术创新研究中心,半年,中文,2008.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
英才,1007-7391,11-3861/C,商务印书馆,月刊,中文,1997.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
畜牧市场,1000-9744,50-1087/S,西南大学,月刊,中文,1989.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
休闲农业与美丽乡村,1002-4905,10-1243/F,农业部乡镇企业发展中心,月刊,中文,1982.0,经济与管理科学,企业经济,,,,,,,,,,,,,,,
稀土信息,2096-353X,15-1100/TF,瑞科稀土冶金及功能材料国家工程研究中心有限公司,月刊,中文,1984.0,经济与管理科学;工程科技I,冶金工业;工业经济,,,,,,,,,,,,,,,
新远见,1672-8440,43-1439/F,中共中央党校国际战略研究所,月刊,中文,2004.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
新型城镇化,2096-2290,10-1409/F,国家信息中心;中国城镇化促进会,月刊,中文,2015.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
新西部,1009-8607,61-1368/C,陕西省社会科学院,月刊,中文,2000.0,经济与管理科学,经济体制改革,,,False,False,False,False,False,False,False,False,True,False,False,False,
信息网络,1671-5063,11-4781/TN,中国电信集团公司,月刊,中文,2002.0,经济与管理科学;信息科技,互联网技术;信息经济与邮政经济,,,,,,,,,,,,,,,
信息空间,1672-6774,11-5185/TN,中国电子信息产业发展研究院,月刊,中文,2003.0,经济与管理科学;信息科技,信息经济与邮政经济;电子信息科学综合,,,,,,,,,,,,,,,
信息产业报道,1672-4739,51-1628/TN,四川省电子学会,月刊,中文,1985.0,经济与管理科学,信息经济与邮政经济,,,,,,,,,,,,,,,
新丝路学刊,,,上海外国语大学丝路战略研究所,季刊,中文,2017.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
新能源经贸观察,,10-1125/F,中国国际贸易促进委员会贸易推广交流中心,月刊,中文,2013.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
浙江林业,1003-899X,33-1142/F,浙江省林业信息宣传服务中心,月刊,中文,1999.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
浙江工商职业技术学院学报,1671-9565,33-1303/Z,浙江工商职业技术学院,季刊,中文,2002.0,经济与管理科学,经济与管理综合,,,False,False,False,False,False,False,False,False,False,False,False,False,
浙江工贸职业技术学院学报,1672-0105,33-1299/Z,浙江工贸职业技术学院,季刊,中文,2002.0,经济与管理科学,经济与管理综合,,,False,False,False,False,False,False,False,False,False,False,False,False,
浙江财税与会计,1008-4452,33-1054/F,浙江省财政厅，浙江省地方税务局，浙江省会计学会,月刊,中文,1987.0,经济与管理科学,会计,,,,,,,,,,,,,,,
招标与投标,2095-6029,51-1751/F,四川省建设工程招标与投标管理总站,月刊,中文,2013.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
招标采购管理,2095-4123,10-1075/F,中国招标投标协会;中国计划出版社有限公司,月刊,中文,2012.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
战略管理,,,经济管理出版社,半年,中文,2009.0,,,,,,,,,,,,,,,,,
造纸信息,1006-8791,11-3667/TS,中国造纸协会;中国造纸学会;中国制浆造纸研究院有限公司,月刊,中文,1986.0,经济与管理科学;工程科技I,轻工业手工业;工业经济,,,,,,,,,,,,,,,
渔业经济研究,1002-2929,23-1024/F,黑龙江省渔业经济研究所,双月,中文,1984.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
运输经理世界,1673-3681,11-5409/U,交通运输部科学研究院,旬刊,中文,1964.0,经济与管理科学;工程科技II,公路与水路运输;交通运输经济,,,,,,,,,,,,,,,
云南林业,1005-3875,53-1058/S,云南省林业调查规划院,月刊,中文,1958.0,经济与管理科学;农业科技,林业;农业经济,,,,,,,,,,,,,,,
云南电业,1009-6388,53-1164/TK,云南电网有限责任公司,月刊,中文,1995.0,经济与管理科学;工程科技II,电力工业;工业经济,,,,,,,,,,,,,,,
云南财贸学院学报(经济管理版),1672-4755,53-1188/C,云南财贸学院,双月,中文,1987.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
云南财经大学学报(社会科学版),1672-4755,53-1188/C,云南财经大学,双月,中文,2003.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
邮政研究,1007-5399,13-1153/TN,石家庄邮电职业技术学院,双月,中文,1985.0,经济与管理科学,信息经济与邮政经济,,,False,False,False,False,False,False,False,False,False,False,False,False,
医学美学美容(财智),1004-4949,61-1231/R,医学美学美容杂志社,月刊,中文,1992.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
艺术市场,1671-7910,11-4804/J,中国文化传媒集团有限公司,月刊,中文,2002.0,经济与管理科学,文化经济,,,False,False,False,False,False,False,False,False,True,False,False,False,
艺术管理(中英文),2096-6423,31-2155/J,上海人民美术出版社有限公司,季刊,中文,2019.0,经济与管理科学;哲学与人文科学,文艺理论;文化经济,,,False,False,False,False,False,False,False,False,False,False,False,False,
印刷经理人,1671-8712,11-4879/TS,中国印刷科学技术研究院有限公司,双月,中文,2002.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
印刷工业,1673-6451,11-5502/TS,中国印刷及设备器材工业协会,双月,中文,2006.0,经济与管理科学;工程科技I,轻工业手工业;工业经济,,,,,,,,,,,,,,,
职业圈(现代软科学),1671-5969,11-4103/G0,中国工人报刊协会;中国工人出版社,月刊,中文,2006.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
知识经济(中国直销),1007-3825,50-1058/F,重庆市科学技术协会,月刊,中文,2004.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
知识经济,1007-3825,50-1058/F,重庆市科学技术协会,旬刊,中文,1999.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
智能印刷,2097-1478,10-1803/TS,中国印刷及设备器材工业协会;北京高科印刷机械研究所有限公司,双月,中文,1983.0,经济与管理科学;工程科技I,轻工业手工业;工业经济,,,,,,,,,,,,,,,
质量指南,1003-9655,62-1169/T,甘肃省质量技术监督局,半月,中文,2002.0,经济与管理科学;工程科技II,工业通用技术及设备;宏观经济管理与可持续发展,,,,,,,,,,,,,,,
质量天地,,23-1491/T,黑龙江省质量技术监督局,月刊,中文,1984.0,经济与管理科学;工程科技II,工业通用技术及设备;宏观经济管理与可持续发展,,,,,,,,,,,,,,,
智库时代,2096-4609,14-1391/D,山西社会科学报刊社,周刊,中文,2017.0,经济与管理科学;社会科学I,中国政治与国际政治;宏观经济管理与可持续发展,,,,,,,,,,,,,,,
智慧中国,2096-0999,10-1370/N,机械工业经济管理研究院,月刊,中文,2015.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
智慧城市评论,,,中国电子商务协会智慧城市委员会,半年,中文,2016.0,,,,,,,,,,,,,,,,,
致富之友,1003-9341,15-1078/Z,内蒙古农业厅,月刊,中文,1984.0,经济与管理科学;农业科技,农业经济;农业综合,,,,,,,,,,,,,,,
